,person_id,age,gender,employment_status,household_size,household_income,available_vehicles,industry,education,trip_purpose,start_time,primary_mode,duration_minutes,age_group,income_group,predicted_mode,predicted_duration,selection_reason,choice_weights
0,14941376504966255761,16,male,not_in_labor_force,4,140343,two,not_working,k_12,eat,14,walking,10-20,Under 18,$100k-$150k,public_transit,10-20,"[""As someone not in the labor force with a household size of 4, I likely have flexible schedules and may prioritize convenience. Cambridge, MA has good walking infrastructure, so walking is feasible for short trips. Public transit is reliable and accessible, making it a common choice. Private auto offers convenience for longer distances. Biking is possible but may depend on weather and route safety. Auto passenger could be an option if someone else is driving.""]","[{""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.25}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""20-30"", ""weight"": 0.3}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.1}]"
1,741506727884677094,60,male,employed,1,37850,one,naics445110,bachelors_degree,eat,14,walking,50-60,55-64,$10k-$50k,walking,0-10,"[""As a 55-64 year old employed individual with a bachelor's degree and a household size of 1 in Cambridge, MA, I am likely to prioritize convenience and reliability. Given my age and employment status, I would prefer a mode that is accessible and comfortable. Since I have a car available, driving is a viable option. However, Cambridge has good public transit options which might be used if there's a need to avoid parking issues. Walking is feasible for short distances, but with a household size of 1 and a car available, I might not walk unless the distance is very short. Biking is less likely due to age and potential weather conditions. The duration choices reflect typical travel times for these modes. I would prefer a shorter duration for efficiency.""]","[{""primary_mode"": ""private_auto"", ""duration_minutes"": ""10-20"", ""weight"": 0.4}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""20-30"", ""weight"": 0.3}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}]"
2,5066275312758875498,17,male,employed,4,776722,three_plus,naics31_33,k_12,work,12,biking,0-10,Under 18,$300k+,auto_passenger,10-20,"[""As someone under 18 with a high income and employed, I might prioritize convenience and comfort. Cambridge, MA has good bike infrastructure and walkability, but with a household size of 4, there's likely a car available. High income might mean car ownership is common. However, since I'm under 18, I might rely on parents' cars. Walking is feasible for short distances, but for longer trips, a car is more practical. Biking could be an option if the distance is moderate. Private auto would be the most common choice for work, especially if the distance is significant. The duration varies based on traffic and distance, but I'd expect it to be around 10-25 minutes.""]","[{""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""10-20"", ""weight"": 0.35}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""10-20"", ""weight"": 0.25}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}]"
3,11838005633882312749,69,female,employed,2,92736,two,naics621492,advanced_degree,home,22,auto_passenger,10-20,65+,$50k-$100k,private_auto,0-10,"[""As a 65+ individual with an advanced degree and employed, I value time efficiency and comfort. Cambridge, MA has good public transit, but I prefer private auto for reliability and speed, especially with two vehicles available. Walking is feasible for short distances but less likely for a 65+ person with a busy schedule. Auto passenger is an option if someone else is driving, but I prefer driving myself. The duration choices reflect typical travel times for these modes.""]","[{""primary_mode"": ""private_auto"", ""duration_minutes"": ""10-20"", ""weight"": 0.35}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.25}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""30-40"", ""weight"": 0.1}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.05}, {""primary_mode"": ""on_demand_auto"", ""duration_minutes"": ""50-60"", ""weight"": 0.05}]"
4,813905790027797463,20,male,not_in_labor_force,1,0,unknown_num_vehicles,not_working,some_college,home,19,walking,10-20,18-24,Under $10k,walking,10-20,"[""As an 18-24 year old with some college education and a low income, I'm more likely to rely on walking or biking for short trips. Since I'm not in the labor force and live alone, I may not have a car. Cambridge, MA has good pedestrian infrastructure, so walking is a common choice. However, if the trip is longer, I might consider biking. Private auto and auto passenger options are less likely due to financial constraints and lack of car ownership.""]","[{""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.35}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.25}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}]"
5,9740434140416298652,24,male,employed,6,265299,zero,naics54,bachelors_degree,home,18,walking,10-20,18-24,$200k-$300k,walking,10-20,"[""As a young, employed individual in a household of six with no available vehicles, I likely rely on public transit or walking for commuting."", ""Cambridge, MA has a strong public transit system, making it a viable option for a person without a car."", ""Walking is feasible for short distances, but the household size suggests shared transportation might be more common."", ""Biking is less likely due to the lack of a vehicle and potential weather conditions.""]","[{""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.4}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.25}, {""primary_mode"": ""auto_passenger"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""20-30"", ""weight"": 0.1}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.05}]"
6,5906565684705481770,26,male,employed,2,115348,one,naics54,bachelors_degree,school,8,public_transit,20-30,25-34,$100k-$150k,walking,0-10,"[""I am a 25-34 year old employed individual with a bachelor's degree and an income between $100k-$150k. My household has two people and I have access to one vehicle. Since it's a normal weekday and I need to go to school, I am likely to use public transportation as it's more common in urban areas like Cambridge, MA. However, if the distance is short, I might walk or bike. The presence of multiple 'walking' options suggests that short trips are common. The duration choices vary, but I would prefer a quick commute. Given my income and education level, I may prioritize convenience and cost-effectiveness, which aligns with public transit or walking. The weight for public transit is higher due to its prevalence in the area, while walking and biking are also viable for shorter distances. The private auto option is less likely due to traffic and parking issues in urban settings.""]","[{""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.35}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.25}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.15}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}]"
7,3852483032540214199,18,female,not_in_labor_force,1,0,unknown_num_vehicles,not_working,some_college,home,11,auto_passenger,0-10,18-24,Under $10k,walking,10-20,"[""As someone in the 18-24 age group with some college education, I may be more open to alternative transportation modes like biking or walking."", ""However, with an income under $10k and not in the labor force, owning a vehicle might not be a priority, but I might still use private auto if necessary."", ""Walking is likely the most common mode due to the short distances and urban environment in Cambridge, MA."", ""The duration is likely to be short since walking or biking for short trips is common in an urban area.""]","[{""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.45}, {""primary_mode"": ""walking"", ""duration_minutes"": ""10-20"", ""weight"": 0.25}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}, {""primary_mode"": ""walking"", ""duration_minutes"": ""20-30"", ""weight"": 0.05}]"
8,14922557228822709708,36,male,employed,3,721688,zero,naics3399,advanced_degree,work,14,walking,10-20,35-44,$300k+,private_auto,0-10,"[""As a high-income individual with an advanced degree, I prioritize convenience and time efficiency. Cambridge, MA has good public transit and bike infrastructure, making these viable options. However, the lack of available vehicles suggests I might rely on public transit or on-demand auto services. Given the target distance is unknown, I'll consider both short and medium duration options. The presence of multiple walking and biking options indicates that short distances are likely, so I'll prioritize the most efficient modes.""]","[{""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.25}, {""primary_mode"": ""on_demand_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.25}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""0-10"", ""weight"": 0.25}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.15}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}]"
9,4845438217054045935,44,male,employed,5,86648,one,naics61,bachelors_degree,shop,15,auto_passenger,0-10,35-44,$50k-$100k,private_auto,20-30,"[""As a 35-44 year old employed individual with a bachelor's degree and a household of 5 in Cambridge,MA, I am likely to prioritize convenience and efficiency in my transportation choices. Given that I have one vehicle available, I may prefer private auto for longer trips but might opt for public transit for shorter distances. Walking and biking are feasible for nearby destinations, though I might prioritize time-saving options. The cultural context of Cambridge,MA, which values sustainability and walkability, could influence a preference for eco-friendly modes like walking or public transit, especially for shorter trips. However, the availability of a private auto might make it a go-to option for more distant destinations. The duration choices suggest that shorter trips might be prioritized, with a balance between time efficiency and mode preference.""]","[{""primary_mode"": ""private_auto"", ""duration_minutes"": ""10-20"", ""weight"": 0.35}, {""primary_mode"": ""public_transit"", ""duration_minutes"": ""10-20"", ""weight"": 0.25}, {""primary_mode"": ""walking"", ""duration_minutes"": ""0-10"", ""weight"": 0.2}, {""primary_mode"": ""biking"", ""duration_minutes"": ""0-10"", ""weight"": 0.1}, {""primary_mode"": ""private_auto"", ""duration_minutes"": ""20-30"", ""weight"": 0.1}]"
